업소명	소재지도로명	소재지지번		업태명	주된음식	행정동명	소재지전화번호
돈까스&덮밥	서울특별시 마포구 마포대로14가길 14 (공덕동)	서울특별시 마포구 공덕동  105번지 182호  		일식	복요리	공덕동	7159013
정성담은곰탕	서울특별시 마포구 마포대로14가길 14 (공덕동)	서울특별시 마포구 공덕동  105번지 182호  		일식	복요리	공덕동	7159013
정성담은곰탕	서울특별시 마포구 마포대로14가길 14 (공덕동)	서울특별시 마포구 공덕동  105번지 182호  		일식	복요리	공덕동	7159013
공사장네족발공족	서울특별시 마포구 토정로37길 21-1 (용강동 1층)	서울특별시 마포구 용강동  19번지 8호  		한식	해물찜	용강동	7037376
공사장네족발공족	서울특별시 마포구 토정로37길 21-1 (용강동 1층)	서울특별시 마포구 용강동  19번지 8호  		한식	해물찜	용강동	7037376
양산박	서울특별시 마포구 마포대로4길 37 (도화동1층)	서울특별시 마포구 도화동  159번지 1호  1층		한식	콩나물국밥	도화동	02  711 0888
양산박	서울특별시 마포구 마포대로4길 37 (도화동1층)	서울특별시 마포구 도화동  159번지 1호  1층		한식	콩나물국밥	도화동	02  711 0888
돈방석	서울특별시 마포구 신촌로20길 9 가동 (노고산동 삼진빌딩 1층일부)	서울특별시 마포구 노고산동  33번지 19호 가 외7필지 삼진빌딩 1층일부(103호)		한식	흙돼지삼겹	대흥동	7196252
돈방석	서울특별시 마포구 신촌로20길 9 가동 (노고산동 삼진빌딩 1층일부)	서울특별시 마포구 노고산동  33번지 19호 가 외7필지 삼진빌딩 1층일부(103호)		한식	흙돼지삼겹	대흥동	7196252
김앤김대게공덕점	서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬 지하2층 201호)	서울특별시 마포구 공덕동  467번지  		한식	등심구이	공덕동	
김앤김대게공덕점	서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬 지하2층 201호)	서울특별시 마포구 공덕동  467번지  		한식	대게	공덕동	
송백	서울특별시 마포구 마포대로 196 (아현동지하2호 고려아카데미텔)	서울특별시 마포구 아현동  437번지 3호  지하2호 고려아카데미텔		한식	부대찌개	공덕동	
불킹해물요리전문점	서울특별시 마포구 월드컵로 190 (성산동이안상암2차 1층 109호110호)	서울특별시 마포구 성산동  592번지 6호  이안상암2차 1층 109호110호		한식	킹크랩	성산제1동	3087703
불킹해물요리전문점	서울특별시 마포구 월드컵로 190 (성산동이안상암2차 1층 109호110호)	서울특별시 마포구 성산동  592번지 6호  이안상암2차 1층 109호110호		한식	킹크랩	성산제1동	3087703
(주)예울에프씨지즐성산점	서울특별시 마포구 월드컵북로 137 1층 (성산동)	서울특별시 마포구 성산동  56번지 3호  		일식	생선회	성산제2동	02 332 5003
장가네설렁탕	서울특별시 마포구 토정로37길 23 (용강동 1층)	서울특별시 마포구 용강동  19번지 7호  		한식	한식(설렁탕)	용강동	7159797
뚝배기	서울특별시 마포구 토정로37길 23 (용강동 1층)	서울특별시 마포구 용강동  19번지 7호  		한식	한식(설렁탕)	용강동	7159797
장가네설렁탕	서울특별시 마포구 토정로37길 23 (용강동 1층)	서울특별시 마포구 용강동  19번지 7호  		한식	한식(설렁탕)	용강동	7159797
뚝배기	서울특별시 마포구 토정로37길 23 (용강동 1층)	서울특별시 마포구 용강동  19번지 7호  		한식	한식(설렁탕)	용강동	7159797
다락방	서울특별시 마포구 만리재로1길 5 지상1층 (공덕동)	서울특별시 마포구 공덕동  255번지 23호  		한식	돼지갈비	공덕동	02  703 8898
육사육사부대찌개	서울특별시 마포구 월드컵로 190 (성산동 이안상암2차 101호)	서울특별시 마포구 성산동  592번지 6호  이안상암2차101102호		한식	순대	성산제1동	02  304 6464
육사육사부대찌개	서울특별시 마포구 월드컵로 190 (성산동 이안상암2차 101호)	서울특별시 마포구 성산동  592번지 6호  이안상암2차101102호		한식	순대	성산제1동	02  304 6464
명품진설렁탕	서울특별시 마포구 월드컵로 190 (성산동 이안상암2차 101호)	서울특별시 마포구 성산동  592번지 6호  이안상암2차101102호		한식	순대	성산제1동	02  304 6464
명품진설렁탕	서울특별시 마포구 월드컵로 190 (성산동 이안상암2차 101호)	서울특별시 마포구 성산동  592번지 6호  이안상암2차101102호		한식	순대	성산제1동	02  304 6464
찜마을	서울특별시 마포구 토정로 296 (용강동)	서울특별시 마포구 용강동  45번지 5호  1층		한식	순대국밥	용강동	02  706 6464
찜마을	서울특별시 마포구 토정로 296 (용강동)	서울특별시 마포구 용강동  45번지 5호  1층		한식		용강동	02  706 6464
어가	서울특별시 마포구 마포대로 143 (공덕동 지1층 B103 B104 B105호)	서울특별시 마포구 공덕동  462번지  		일식	생선회	공덕동	716 0834
왕경(旺京)	서울특별시 마포구 토정로 275 (용강동1.2층)	서울특별시 마포구 용강동  115번지 24호  1.2층		한식	꽃등심	용강동	02  714 4936
왕경(旺京)	서울특별시 마포구 토정로 275 (용강동1.2층)	서울특별시 마포구 용강동  115번지 24호  1.2층		한식	꽃등심	용강동	02  714 4936
서동한우	서울특별시 마포구 월드컵북로 332 12층 (상암동)	서울특별시 마포구 상암동  34번지 35호  12층		한식	구이	상암동	3020022
양평막국수	서울특별시 마포구 월드컵북로44길 57 (상암동1층)	서울특별시 마포구 상암동  36번지 8호  1층		한식	막국수닭갈비	상암동	3060833
외양간	서울특별시 마포구 성미산로 13 (성산동 1층)	서울특별시 마포구 성산동  250번지 25호  		한식	소갈비	성산제1동	3347942
외양간	서울특별시 마포구 성미산로 13 (성산동 1층)	서울특별시 마포구 성산동  250번지 25호  		한식	소갈비	성산제1동	3347942
상암고기마을	서울특별시 마포구 월드컵북로48길 10 (상암동 1층)	서울특별시 마포구 상암동  34번지 87호  		한식	소등심	상암동	302 9021
홍반장신의주찹쌀순대&감자탕	서울특별시 마포구 월드컵북로 381 (상암동 상암택지개발지구상암월드컵4단지상가 101102103104호)	서울특별시 마포구 상암동  1655번지  상암택지개발지구상암월드컵4단지상가 101102103104호		한식	순대국	상암동	375 6464
캐슬프라하	서울특별시 마포구 독막로7길 59 (서교동 지상 12층)	서울특별시 마포구 서교동  395번지 19호  		경양식	스파게티	서교동	3342121
캐슬프라하	서울특별시 마포구 독막로7길 59 (서교동 지상 12층)	서울특별시 마포구 서교동  395번지 19호  		경양식	파스타	서교동	3342121
캐슬프라하	서울특별시 마포구 독막로7길 59 (서교동 지상 12층)	서울특별시 마포구 서교동  395번지 19호  		경양식	스파게티	서교동	3342121
캐슬프라하	서울특별시 마포구 독막로7길 59 (서교동 지상 12층)	서울특별시 마포구 서교동  395번지 19호  		경양식	파스타	서교동	3342121
향촌	서울특별시 마포구 마포대로8길 25 (공덕동지상1층)	서울특별시 마포구 공덕동  242번지 14호  지상1층		한식	한식(동태탕)	공덕동	7026482
김앤김대게	서울특별시 마포구 양화로 100 (서교동 3층)	서울특별시 마포구 서교동  372번지 1호  		한식	킹크랩	서교동	3336659
김앤김대게	서울특별시 마포구 양화로 100 (서교동 3층)	서울특별시 마포구 서교동  372번지 1호  		한식	킹크랩	서교동	3336659
광남수사	서울특별시 마포구 마포대로8안길 18 (공덕동 지상1층지하1층)	서울특별시 마포구 공덕동  249번지 50호  지상1층지하1층		일식		공덕동	715 5747
춘향골남원추어탕	서울특별시 마포구 월드컵로36길 18 (성산동삼라마이다스109.110.111호)	서울특별시 마포구 성산동  590번지 2호  삼라마이다스109.110.111호		한식	추어탕	성산제1동	02 3027524
춘향골남원추어탕	서울특별시 마포구 월드컵로36길 18 (성산동삼라마이다스109.110.111호)	서울특별시 마포구 성산동  590번지 2호  삼라마이다스109.110.111호		한식	추어탕	성산제1동	02 3027524
모모담	서울특별시 마포구 성산로8길 10 (성산동1층)	서울특별시 마포구 성산동  58번지 7호  1층		한식	삼겹살	성산제1동	02 3228979
냉면&칼국수전문Since1966율촌	서울특별시 마포구 와우산로 100 (서교동지하1층)	서울특별시 마포구 서교동  338번지 18호  지하1층		호프/통닭		서교동	
비틀주스	서울특별시 마포구 와우산로 116 (창전동지층 일부)	서울특별시 마포구 창전동  6번지 177호  지층 일부		기타	참치회	서강동	
비틀주스	서울특별시 마포구 와우산로 116 (창전동지층 일부)	서울특별시 마포구 창전동  6번지 177호  지층 일부		기타	참치회	서강동	
횡성 우리마을	서울특별시 마포구 마포대로 204 (아현동마포SK허브블루 201호 202-12호)	서울특별시 마포구 아현동  737번지  마포SK허브블루 201호 202-12호		한식	양식(안심스테이크)	공덕동	15445274
서울찜닭	서울특별시 마포구 월드컵북로48길 13 1층 (상암동)	서울특별시 마포구 상암동  36번지 9호  		일식	초밥	상암동	
서울찜닭	서울특별시 마포구 월드컵북로48길 13 1층 (상암동)	서울특별시 마포구 상암동  36번지 9호  		일식	찜닭	상암동	
월매네남원추어탕	서울특별시 마포구 마포대로14길 19-1 (공덕동1층)	서울특별시 마포구 공덕동  105번지 229호  1층		한식	추어탕	공덕동	02  704 5333
놀부보쌈&부대찌개상수점	서울특별시 마포구 독막로 101 (상수동 BR엘리텔  A동 1층)	서울특별시 마포구 상수동  141번지 1호  		한식	보쌈	서강동	3325382
놀부보쌈&부대찌개상수점	서울특별시 마포구 독막로 101 (상수동 BR엘리텔  A동 1층)	서울특별시 마포구 상수동  141번지 1호  		한식	보쌈	서강동	3325382
엉터리	서울특별시 마포구 홍익로 25 지상2층 (서교동)	서울특별시 마포구 서교동  356번지 1호  		경양식	중식(샤브샤브)	서교동	02  333 2614
화포식당	서울특별시 마포구 마포대로1길 16 (용강동 1층)	서울특별시 마포구 용강동  50번지 16호  		한식	아구찜	용강동	02  715 0083
마포나루(1호점)	서울특별시 마포구 마포대로 68 (도화동마포아크로타워 지하0102호)	서울특별시 마포구 도화동  563번지 0호  마포아크로타워 지하0102호		한식	닭도리탕	공덕동	02  711 5959
마포나루(1호점)	서울특별시 마포구 마포대로 68 (도화동마포아크로타워 지하0102호)	서울특별시 마포구 도화동  563번지 0호  마포아크로타워 지하0102호		한식	돼지갈비	공덕동	02  711 5959
서리원	서울특별시 마포구 마포대로 173 (공덕동 현대하이엘빌딩B123124125126호)	서울특별시 마포구 공덕동  463번지  		한식	한정식	공덕동	263531447
화수목	서울특별시 마포구 창전로 70 12층 (신수동)	서울특별시 마포구 신수동  103번지 4호  		중국식	중식	신수동	
포몬스 홍대점	서울특별시 마포구 홍익로 25 (서교동1층)	서울특별시 마포구 서교동  356번지 1호  1층		한식	쌀국수	서교동	02  326 2001
놀부부대찌개	서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 B1034호- B1036호)	서울특별시 마포구 상암동  1605번지  누리꿈스퀘어 B1034호- B1036호		한식	부대찌개	상암동	02  21328787
놀부부대찌개	서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 B1034호- B1036호)	서울특별시 마포구 상암동  1605번지  누리꿈스퀘어 B1034호- B1036호		한식	부대찌개	상암동	02  21328787
장수갈매기	서울특별시 마포구 도화길 46 (도화동)	서울특별시 마포구 도화동  182번지 11호  1층		한식	갈매기살	도화동	02  716 7766
장수갈매기	서울특별시 마포구 도화길 46 (도화동)	서울특별시 마포구 도화동  182번지 11호  1층		한식	갈매기살	도화동	02  716 7766
목우촌한우명가	서울특별시 마포구 토정로 312-1 (용강동)	서울특별시 마포구 용강동  50번지 15호  		한식	한식(뚝불고기)	용강동	02 7178110
해초섬마포역점	서울특별시 마포구 마포대로 33 (도화동한화오벨리스크 지140)	서울특별시 마포구 도화동  555번지  한화오벨리스크 지140		일식	갈비탕	용강동	02  718 8080
해초섬마포역점	서울특별시 마포구 마포대로 33 (도화동한화오벨리스크 지140)	서울특별시 마포구 도화동  555번지  한화오벨리스크 지140		일식	갈비탕	용강동	02  718 8080
해초성마포본점	서울특별시 마포구 마포대로 33 (도화동한화오벨리스크 지140)	서울특별시 마포구 도화동  555번지  한화오벨리스크 지140		일식	갈비탕	용강동	02  718 8080
해초성마포본점	서울특별시 마포구 마포대로 33 (도화동한화오벨리스크 지140)	서울특별시 마포구 도화동  555번지  한화오벨리스크 지140		일식	갈비탕	용강동	02  718 8080
욕지도	서울특별시 마포구 마포대로16길 13 (아현동 1층)	서울특별시 마포구 아현동  421번지 7호  		일식	막썰이회	아현동	02 3136007
삼보성	서울특별시 마포구 창전로 32 (구수동외1필지 1층)	서울특별시 마포구 구수동  68번지 32호  외1필지 1층		중국식		신수동	
군자네	서울특별시 마포구 대흥로 53 (대흥동1층)	서울특별시 마포구 대흥동  337번지 62호  1층		한식		용강동	02706 5454
하누소	서울특별시 마포구 서강로 65 (창전동1층2층)	서울특별시 마포구 창전동  122번지  1층2층		한식	소등심갈비탕	서강동	322 9283
아비꼬홍대2호점	서울특별시 마포구 홍익로5안길 20 (서교동1층)	서울특별시 마포구 서교동  355번지 34호  1층		한식	회홍합요리	서교동	322 7367
뉴우탕(뉴牛탕)	서울특별시 마포구 월드컵로36길 40 (성산동 1층)	서울특별시 마포구 성산동  174번지 1호  		한식		성산제1동	02 3756906
이찌방	서울특별시 마포구 토정로 296 (용강동 지하1층)	서울특별시 마포구 용강동  45번지 5호  		일식	회정식	용강동	701 1441
엉터리생고기	서울특별시 마포구 토정로 170 (신정동 1층일부 2층일부)	서울특별시 마포구 신정동  2번지 1호  		한식	소한마리	신수동	02  337 5556
우가갈비탕	서울특별시 마포구 월드컵북로 400 지1층 B105호 (상암동 서울산업진흥원)	서울특별시 마포구 상암동  1602번지  서울산업진흥원		한식	황태국	상암동	02  31532336
하나유키	서울특별시 마포구 마포대로 25 (마포동)	서울특별시 마포구 마포동  33번지 1호  		일식	정통일식	용강동	716 0111
내고향만두전골	서울특별시 마포구 양화로18안길 26 2층 (동교동)	서울특별시 마포구 동교동  169번지 1호  		한식	만두전골	서교동	
서룡	서울특별시 마포구 월드컵북로 361 204호 (상암동DMC 이안상암2단지 2층 201202203)	서울특별시 마포구 상암동  1653번지  DMC 이안상암2단지 2층 201202203-204		중국식	짜장면 짬뽕	상암동	
마포우사미	서울특별시 마포구 마포대로14가길 4 (공덕동1층)	서울특별시 마포구 공덕동  105번지 236호  1층		한식	소고기보신탕	공덕동	704 8007
동원참치	서울특별시 마포구 마포대로 109 (공덕동지2층롯데캐슬B204호)	서울특별시 마포구 공덕동  467번지  지2층롯데캐슬B204호		일식	참치회	공덕동	
토궁	서울특별시 마포구 백범로 172 (공덕동)	서울특별시 마포구 공덕동  445번지 2호  		한식	오리구이	아현동	232723340
하노이의 아침	서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 2층 R204호)	서울특별시 마포구 상암동  1605번지  누리꿈스퀘어 2층 R204호		한식	쌀국수	상암동	02 3638839
매반생면	서울특별시 마포구 월드컵북로 396 (상암동누리굼스퀘어 B10791080호)	서울특별시 마포구 상암동  1605번지  누리굼스퀘어 B10791080호		한식	생면 덮밥	상암동	
서강8경율도	서울특별시 마포구 토정로 128 6층 (상수동)	서울특별시 마포구 상수동  356번지 6호  		일식		서강동	02   3340070
금이네부대찌개	서울특별시 마포구 마포대로12길 53-1 (공덕동)	서울특별시 마포구 공덕동  242번지 54호  		한식	부대찌개	공덕동	
끼로끼로부엉이	서울특별시 마포구 서강로 119 (노고산동 1층 일부)	서울특별시 마포구 노고산동  56번지 90호  		한식	돼지갈비 소갈비	대흥동	
서촌국시	서울특별시 마포구 월드컵북로48길 49 (상암동)	서울특별시 마포구 상암동  2번지 94호  		한식	홍어삼합	상암동	
백미향	서울특별시 마포구 성지길 27 (합정동1층)	서울특별시 마포구 합정동  371번지 5호  1층		중국식		합정동	02   3128253
육회도	서울특별시 마포구 양화로6길 53 (서교동1층)	서울특별시 마포구 서교동  396번지 35호  1층		한식	삼겹살	서교동	02  31414007
청춘구락부	서울특별시 마포구 토정로 308 1 2층 (용강동)	서울특별시 마포구 용강동  50번지 3호  		한식	소등심	용강동	02  702 1399
하오밍	서울특별시 마포구 마포대로16가길 5 (아현동 지상1층)	서울특별시 마포구 아현동  422번지 6호  		중국식	자장면	아현동	02   3125933
선굼터	서울특별시 마포구 월드컵로 196 (성산동 대명비첸시티 202호)	서울특별시 마포구 성산동  591번지 4호  		한식	된장쌈밥.된장찌개	성산제2동	02  31525673
선굼터	서울특별시 마포구 월드컵로 196 (성산동 대명비첸시티 202호)	서울특별시 마포구 성산동  591번지 4호  		한식	된장쌈밥.된장찌개	성산제2동	02  31525673
나무네요프롤아트커피	서울특별시 마포구 동교로 142-11 1층 (서교동 플러스빌딩)	서울특별시 마포구 서교동  463번지 31호  플러스빌딩 1층		까페		서교동	
영주김밥	서울특별시 마포구 월드컵북로54길 17 (상암동 사보이시티디엠씨 지1층 B127호)	서울특별시 마포구 상암동  1597번지  사보이시티디엠씨 지1층 B127호		한식	백반	상암동	
영주김밥	서울특별시 마포구 월드컵북로54길 17 (상암동 사보이시티디엠씨 지1층 B127호)	서울특별시 마포구 상암동  1597번지  사보이시티디엠씨 지1층 B127호		한식	백반	상암동	
영주김밥	서울특별시 마포구 월드컵북로54길 17 사보이시티디엠씨 지상1층 120호 (상암동)	서울특별시 마포구 상암동  1597번지  사보이시티디엠씨		한식	백반	상암동	
영주김밥	서울특별시 마포구 월드컵북로54길 17 사보이시티디엠씨 지상1층 120호 (상암동)	서울특별시 마포구 상암동  1597번지  사보이시티디엠씨		한식	백반	상암동	
봉피양 마포	서울특별시 마포구 토정로 308 (용강동)	서울특별시 마포구 용강동  50번지 3호  		한식	한우	용강동	02  715 2295
신촌홍어집	서울특별시 마포구 매봉산로2길 19-6 (상암동 1층)	서울특별시 마포구 상암동  2번지 51호  		한식	홍어삼합	상암동	
송담추어탕	서울특별시 마포구 동교로 237 (연남동 1층)	서울특별시 마포구 연남동  259번지 2호  		한식	추어탕	연남동	
한촌설렁탕망원역점	서울특별시 마포구 월드컵로 85 2층 (망원동)	서울특별시 마포구 망원동  377번지 2호  2층		한식	설렁탕	망원제1동	
토성	서울특별시 마포구 매봉산로2길 20 (상암동 1층 일부)	서울특별시 마포구 상암동  6번지 1호  		한식	소등심	상암동	
우한판	서울특별시 마포구 매봉산로2길 20 (상암동 1층 일부)	서울특별시 마포구 상암동  6번지 1호  		한식	소등심	상암동	
토성	서울특별시 마포구 매봉산로2길 20 (상암동 1층 일부)	서울특별시 마포구 상암동  6번지 1호  		한식	소등심	상암동	
우한판	서울특별시 마포구 매봉산로2길 20 (상암동 1층 일부)	서울특별시 마포구 상암동  6번지 1호  		한식	소등심	상암동	
원할머니보쌈마포공덕점	서울특별시 마포구 마포대로 173 (공덕동 마포현대하이엘 1층 118119호)	서울특별시 마포구 공덕동  463번지  		한식	보쌈정식	공덕동	
합정메세나점 남다른감자탕	서울특별시 마포구 양화로 45 (서교동 메세나폴리스 B1층 1116~1117호)	서울특별시 마포구 서교동  490번지  		한식	부대찌개	서교동	
용산역전회관일구육이	서울특별시 마포구 토정로37길 47 지하1~지상4층 (염리동)	서울특별시 마포구 염리동  173번지 21호  		한식	바싹불고기	용강동	02 7030019
(주)도쿄야끼	서울특별시 마포구 독막로3길 18 (서교동 1~2층)	서울특별시 마포구 서교동  396번지 31호  		일식	소등심	서교동	
(주)해담가합정점	서울특별시 마포구 양화로 45 (서교동 1층 101호)	서울특별시 마포구 서교동  490번지  		한식	숯불고기	서교동	02  326 5544
(주)해담가합정점	서울특별시 마포구 양화로 45 (서교동 1층 101호)	서울특별시 마포구 서교동  490번지  		한식	숯불고기	서교동	02  326 5544
홍반장찹쌀순대&감자탕전문점	서울특별시 마포구 동교로 233 (연남동 지상 1층)	서울특별시 마포구 연남동  259번지 4호  지상 1층		한식	불고기	연남동	02 335 1158
색동저고리마포점	서울특별시 마포구 도화길 27 (도화동 2층)	서울특별시 마포구 도화동  179번지 3호  		한식	한정식	도화동	
샤오훼이양샤브샤브	서울특별시 마포구 홍익로 25 지상5층 (서교동 서교호텔별관)	서울특별시 마포구 서교동  356번지 1호  		중국식	샤브샤브	서교동	02  3363133
수타면남강	서울특별시 마포구 매봉산로2안길 22 (상암동 1층)	서울특별시 마포구 상암동  12번지 20호  		중국식	짜장면	상암동	
홍대면빨1988	서울특별시 마포구 연남로 10 1층 (연남동)	서울특별시 마포구 연남동  373번지 9호  		한식	칼국수	연남동	
구자춘참치	서울특별시 마포구 토정로32길 16 (토정동 1층 일부)	서울특별시 마포구 토정동  3번지 30호  		한식	초밥	용강동	
청대문집	서울특별시 마포구 백범로1길 101 1층 (노고산동)	서울특별시 마포구 노고산동  1번지 6호  		한식	설렁탕	대흥동	
채움한정식	서울특별시 마포구 백범로 205 (신공덕동 펜트라우스 101동 지하2층 B230호)	서울특별시 마포구 신공덕동  172번지  		한식	한정식	공덕동	
맹씨네	서울특별시 마포구 신촌로12다길 29 (노고산동 수빌딩 1층 101호)	서울특별시 마포구 노고산동  54번지 96호  		한식	구이	대흥동	
이조명가	서울특별시 마포구 마포대로4나길 56 1층 (마포동)	서울특별시 마포구 마포동  300번지  1층		한식	삼겹주물럭	도화동	
와겐하우스	서울특별시 마포구 성암로13길 17 12층 (상암동)	서울특별시 마포구 상암동  1262번지  		일식	참치	상암동	
천년각	서울특별시 마포구 월드컵로 164 2층 (성산동)	서울특별시 마포구 성산동  279번지 17호  2층		중국식	짬뽕 짜장 탕수육	성산제1동	
천장어	서울특별시 마포구 백범로 122 1층 (염리동)	서울특별시 마포구 염리동  155번지 12호  		한식	장어구이	염리동	
쭈꾸미일당백	서울특별시 마포구 월드컵로34길 13 (성산동 상암월드시티 201호 202호)	서울특별시 마포구 성산동  590번지 5호  상암월드시티 201호 202호		한식	쭈꾸미볶음	성산제1동	02  303 9883
쭈꾸미일당백	서울특별시 마포구 월드컵로34길 13 (성산동 상암월드시티 201호 202호)	서울특별시 마포구 성산동  590번지 5호  상암월드시티 201호 202호		한식	쭈꾸미볶음	성산제1동	02  303 9883
시골보쌈앤감자옹심이	서울특별시 마포구 월드컵북로 400 지층 01호 (상암동 서울산업진흥원)	서울특별시 마포구 상암동  1602번지  서울산업진흥원 지층-01		한식	구이	상암동	
월드아구찜	서울특별시 마포구 월드컵로34길 13 203-1203-2호 (성산동 상암월드시티)	서울특별시 마포구 성산동  590번지 5호  상암월드시티-203-1		한식	아구찜 탕	성산제2동	02 22992409
신흥부전	서울특별시 마포구 월드컵북로44길 30-5 (상암동)	서울특별시 마포구 상암동  18번지 10호  		한식		상암동	
신선설농탕홍대점	서울특별시 마포구 양화로 140 (동교동 1층일부)	서울특별시 마포구 동교동  162번지 4호  1층일부		한식	설농탕	서교동	
메이탄	서울특별시 마포구 마포대로24길 4 2층 203204호 (아현동 공덕자이아파트)	서울특별시 마포구 아현동  801번지  공덕자아아파트 2층 203호204호		중국식		아현동	
대도식당	서울특별시 마포구 마포대로 19 지1층 14호 (마포동 신화빌딩)	서울특별시 마포구 마포동  34번지 1호  신화빌딩 지1층-14		한식		도화동	02 7149772
진가	서울특별시 마포구 동교로34길 12 1층 (연남동)	서울특별시 마포구 연남동  260번지 41호  1층		중국식	짜장면	연남동	
쉐프의부대찌개(망원역점)	서울특별시 마포구 동교로9길 48 (망원동 1층)	서울특별시 마포구 망원동  377번지 5호  		한식		망원제1동	
지호한방삼계탕	서울특별시 마포구 독막로 229 2층 (신수동)	서울특별시 마포구 신수동  46번지 1호  2층		한식		신수동	
라오찌에연남점	서울특별시 마포구 동교로 265 1층 (연남동)	서울특별시 마포구 연남동  229번지 10호  1층		중국식		연남동	
샤브향(마포광흥창역점)	서울특별시 마포구 토정로 193 (구수동 2층일부)	서울특별시 마포구 구수동  60번지  2층일부		한식		신수동	
샤브향(마포광흥창역점)	서울특별시 마포구 토정로 193 (구수동 2층일부)	서울특별시 마포구 구수동  60번지  2층일부		한식		신수동	
진평925	서울특별시 마포구 망원로 87 2층 (망원동)	서울특별시 마포구 망원동  483번지 2호  2층		한식		망원제1동	
바다양푼이찌개마을	서울특별시 마포구 월드컵북로54길 17 B114호 (상암동 사보이시티디엠씨)	서울특별시 마포구 상암동  1597번지  사보이시티디엠씨-B114		한식	동태찌개	상암동	
달콤우동	서울특별시 마포구 월드컵북로54길 17 (상암동 사보이시티디엠씨 지1층B113호)	서울특별시 마포구 상암동  1597번지  사보이시티디엠씨 지1층B113호		일식	우동	상암동	
정성한줄	서울특별시 마포구 마포대로 195 상가4동 108호 (아현동 마포 래미안 푸르지오)	서울특별시 마포구 아현동  774번지  마포 래미안 푸르지오		분식	분식	아현동	
이화수전통육개장공덕점	서울특별시 마포구 마포대로12길 28 (공덕동 1층일부)	서울특별시 마포구 공덕동  242번지 36호  		한식	육개장	공덕동	
